"","PC4_diff","total_diff","PC3_diff","PC1_diff","PC2_diff","Succ_percent_Take","PPM_Team.Success","xGplus_per__minus_90_Team.Success..xG","xGplus_per__minus__Team.Success..xG","Cmp_percent_Medium","Comp_from_to","Dist_Standard","Cmp_percent_Short","Cmp_percent_Long","Dead_Pass","Tkld_percent_Take","SoT_percent_Standard","Mn_per_MP_Playing.Time","xAG_Per","plus_per__minus__Team.Success","GCA90_GCA","Nation","player_position","Subs_Subs","unSub_Subs","Sh_per_90_Standard","SCA90_SCA","Cmp_percent_Total","On_minus_Off_Team.Success..xG","npxG_per_Sh_Expected","Won_percent_Aerial","A_minus_xAG_Expected","SoT_per_90_Standard","On_minus_Off_Team.Success","G_minus_xG_Expected","plus_per__minus_90_Team.Success","TI_Pass","Fls","Tkl_percent_Challenges","np.G_minus_xG_Expected","Comp","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def.3rd_Tackles","Mid.3rd_Tackles","Att.3rd_Tackles","Tkl_Challenges","Att_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl.Int","Clr","Err","SCA_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","CrdY","CrdR","X2CrdY","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Cmp_Total","Att_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_Medium","Att_Medium","Cmp_Long","Att_Long","Ast","xAG","xA_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Touches_Touches","Def.Pen_Touches","Def.3rd_Touches","Mid.3rd_Touches","Att.3rd_Touches","Att.Pen_Touches","Live_Touches","Att_Take","Succ_Take","Tkld_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Gls_Standard","Sh_Standard","SoT_Standard","G_per_Sh_Standard","G_per_SoT_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","G.A","G_minus_PK","PK","PKatt","xAG_Expected","npxG.xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G.A_Per","G_minus_PK_Per","G.A_minus_PK_Per","xG_Per","xG.xAG_Per","npxG_Per","npxG.xAG_Per","MP_Playing.Time","Min_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Compl_Starts","onG_Team.Success","onGA_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","Comp_going"
"Mn_per_MP_Playing.Time",0,0,0,0,0,0.0106808093775777,0,0,0,0.00607682095676291,0.00166105996248978,0.00346841015102149,0.00544122408974549,0.00573643506813449,0.00603335242475538,0.00342425839378969,0.00397038118944229,0.00818791303582464,0.00322638766769064,0.00205707320774242,0.0037863645805115,0.00280620527601087,0.00312032050035721,0,0,0.00224679006042274,0.00284885147262724,0.00452154059283721,0,0,0.00169646309149932,0.00242854131782379,0,0,0.000838047970778002,0,0,0.00169245581265556,0.00240706249806784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"xAG_Per",0,0,0,0,0,0.00537869995099243,0,0,0,0.00814689246819826,0.00149876024842496,0.00270948466086537,0.0029919478797575,0.00673071776876663,0.00498498231172751,0.00290871536663152,0.00394784470231475,0.00322638766769064,0.00656599017116394,0.00227627069604141,0.00345491113048546,0.00168529134662904,0.00403667752137007,0,0.00189869087758834,0.00210521680529823,0.0032781247053662,0.00292896312032154,0,0,0.00226817743563741,0.00221257171406187,0,0,0,0,0,0,0.00194857920516029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"plus_per__minus__Team.Success",0,0,0,0,0,0.00820682648362648,0.00436918269053712,0,0,0.00557464395218908,0.00175236273155769,0.00248970965358679,0.00484528561269803,0.00278376539076227,0.00378799817413314,0.00248034970187679,0.00235521864397035,0.00205707320774242,0.00227627069604141,0.010141138045372,0.00357035668396915,0.00228624091096487,0.00354637916132882,0.0023211835960271,0.0017065150286996,0.0020688329419864,0.00223594750852103,0.00236391681697394,0,0.00126210373836307,0.00256152230692743,0.0011766354359274,0,0,0.00105118652806119,0,0.00155624648073843,0.00235119316416349,0.00159959371146705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GCA90_GCA",0,0,0,0,0,0,0,0,0,0,0.00164101925363408,0,0,0,0,0,0,0.0037863645805115,0.00345491113048546,0.00357035668396915,0.0115536057648066,0.00179415959216499,0.00487234917737174,0,0.00232154083202356,0,0.00341661780845931,0,0,0.00177293133870751,0,0,0.002466510500523,0,0.000784370640163388,0,0.00181076073251571,0.00225581317825898,0.00301350696499311,0.000883324720718152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nation",0,0,0,0,0,0,0,0.00254325631992664,0,0,0.00520885912471245,0.0024194516583138,0,0,0.00404506201975662,0.00387597078003499,0.00215836296138019,0.00280620527601087,0.00168529134662904,0.00228624091096487,0.00179415959216499,0.0112031680694938,0.00560672608055171,0.00272160789782944,0.00202498502140985,0.00168508478829572,0.0017272516097003,0,0.00290038651718921,0.000861646466244893,0.00169974425117427,0.00156199257026204,0.00120956712073637,0.00143599015961353,0.00107109480545789,0.000779627657983727,0.00272792535131796,0.00191582359646156,0.00209027526691153,0.000602882002482551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"player_position",0,0,0,0,0,0.00639611699797528,0.00355090962097882,0.00350338762599447,0.00493370323589686,0.00539938158297434,0.00276115961614568,0.00260250917550978,0.0027691175678172,0.00206453019580114,0.00464171282938542,0.00188944823919755,0.00191451875232635,0.00312032050035721,0.00403667752137007,0.00354637916132882,0.00487234917737174,0.00560672608055171,0.00922384190049408,0.00220682154563841,0.00117809854658717,0.00225271804832432,0.00318059552366844,0.00223359601602773,0.00216056504500566,0.00194674575227294,0.0014329380845738,0.00326331524532705,0,0.00174277829057948,0.00101861486810729,0.00139637623113769,0.00266988270740519,0.0018351899196024,0.00159760644953715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Subs_Subs",0,0,0,0,0,0.00701635829844746,0,0,0,0.00455108945000972,0.00347988916904676,0.00166861881843545,0.00514984287991168,0.00366250694984928,0,0.00440841320889176,0,0,0,0.0023211835960271,0,0.00272160789782944,0.00220682154563841,0.0107550234496257,0.00295502443886645,0,0.00129000755519541,0.00279207334361317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"unSub_Subs",0,0,0,0,0,0.00625882546891469,0,0,0,0.00291446093432154,0.0015818261917174,0.00220170566161894,0.00374706674796213,0.00422008331088517,0.00425386189318084,0.00235599435097578,0.00250534925647963,0,0.00189869087758834,0.0017065150286996,0.00232154083202356,0.00202498502140985,0.00117809854658717,0.00295502443886645,0.00621268514739995,0.00134824016437173,0.0019001918588762,0.00319740639133793,0,0,0.00192376359355503,0.00172394422252139,0,0,0.00122277377655805,0,0,0,0.00151447829667081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sh_per_90_Standard",0,0,0,0,0,0.00894478413516934,0,0,0,0.00697139404467546,0.00253070872086683,0,0.00577883624287029,0.00351027991148547,0,0.00196703837557172,0,0.00224679006042274,0.00210521680529823,0.0020688329419864,0,0.00168508478829572,0.00225271804832432,0,0.00134824016437173,0.0100805649441933,0.00376643386966523,0.00230815493101323,0,0.00117530955130798,0,0,0.00155309502347761,0,0.000862299167175031,0,0,0,0,0.00136545600978672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCA90_SCA",0,0,0,0,0,0,0,0,0,0,0.00112387841359955,0,0,0,0.0084432081360649,0.00394492048730924,0.00445709495972943,0.00284885147262724,0.0032781247053662,0.00223594750852103,0.00341661780845931,0.0017272516097003,0.00318059552366844,0.00129000755519541,0.0019001918588762,0.00376643386966523,0.00848072318813695,0,0,0.0016166426239003,0.00303910861768968,0.00206049761931783,0.00159624975463187,0,0.00110092567967137,0,0.00184775198951241,0.00198118660683591,0,0.000851012707475616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cmp_percent_Total",0,0,0,0,0,0,0,0.00344860408909459,0,0,0.00260360167515883,0.00424840633040265,0,0,0.00592119743647951,0.00295352896095589,0.00474941513320829,0.00452154059283721,0.00292896312032154,0.00236391681697394,0,0,0.00223359601602773,0.00279207334361317,0.00319740639133793,0.00230815493101323,0,0.0137692264568479,0.00447258179061415,0.00133176692509264,0,0.00209720301086097,0.00206147230340718,0.00306997677999053,0.00139661971408479,0.00190735120727393,0.00160086259699588,0,0,0.0020575914303332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"On_minus_Off_Team.Success..xG",0,0,0,0,0,0.00398999431284141,0.00277251085728927,0.00346756286888764,0.00248462695029689,0.00404238122684476,0.00227375315806164,0,0.00376983387139368,0.00475552209854491,0,0,0,0,0,0,0,0.00290038651718921,0.00216056504500566,0,0,0,0,0.00447258179061415,0.0106509538501868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"npxG_per_Sh_Expected",0,0,0,0,0,0.00619661640668217,0,0,0,0.00292906292353442,0.000921780619703825,0.00136438523738043,0.00198816183992935,0.00220287647040163,0.00217986103679589,0.00179075243129151,0.00186309383320403,0,0,0.00126210373836307,0.00177293133870751,0.000861646466244893,0.00194674575227294,0,0,0.00117530955130798,0.0016166426239003,0.00133176692509264,0,0.00692872750379286,0.00102335498700241,0.0013390175182994,0,0,0,0,0.0016255407495871,0.0010273571980262,0.00102037140924331,0.000838092470465472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Won_percent_Aerial",0,0,0,0,0,0,0,0,0,0,0.00315293892485342,0,0,0,0.00543477911218731,0,0,0.00169646309149932,0.00226817743563741,0.00256152230692743,0,0.00169974425117427,0.0014329380845738,0,0.00192376359355503,0,0.00303910861768968,0,0,0.00102335498700241,0.00833519188139181,0.00216738154208164,0.00158176754962594,0,0.00155270736076393,0,0.0018848612692341,0,0,0.000747061566220538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_minus_xAG_Expected",0,0,0,0,0,0,0,0,0,0.00392717539925737,0.00129283902055533,0,0.00194595883154945,0.00248255603235035,0.00370255719882744,0,0,0.00242854131782379,0.00221257171406187,0.0011766354359274,0,0.00156199257026204,0.00326331524532705,0,0.00172394422252139,0,0.00206049761931783,0.00209720301086097,0,0.0013390175182994,0.00216738154208164,0.00960175525838286,0.00140009873204507,0,0.00126117862383251,0,0.000750388611768682,0,0,0.000785449102741153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SoT_per_90_Standard",0,0,0,0,0,0.00485597759378197,0,0,0,0.00292618906197841,0,0,0.00330725431162397,0.00279441636569323,0.00296075471289827,0.0028948476187919,0.00265961779058317,0,0,0,0.002466510500523,0.00120956712073637,0,0,0,0.00155309502347761,0.00159624975463187,0.00206147230340718,0,0,0.00158176754962594,0.00140009873204507,0.00533246665023268,0,0,0,0.00175384153848732,0.000590572852478119,0.00147845122902811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"On_minus_Off_Team.Success",0,0,0,0,0,0.00609026680778717,0.00195495132844364,0,0,0.00403308353909895,0.00135330868678892,0,0.00278651710568237,0.00355472753808446,0,0,0,0,0,0,0,0.00143599015961353,0.00174277829057948,0,0,0,0,0.00306997677999053,0,0,0,0,0,0.0104551112329222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_minus_xG_Expected",0,0,0,0,0,0.00226863951452566,0,0,0,0.00135971788215577,0.000747363211269025,0.000704055400831323,0.00280667573929621,0.00141710786333468,0.00136095504667712,0.00167111138825011,0.000404644472499566,0.000838047970778002,0,0.00105118652806119,0.000784370640163388,0.00107109480545789,0.00101861486810729,0,0.00122277377655805,0.000862299167175031,0.00110092567967137,0.00139661971408479,0,0,0.00155270736076393,0.00126117862383251,0,0,0.00559422220503783,0,0,0,0.000808835591125079,0.000481017995155801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
