"","PC1_diff","PC2_diff","PC3_diff","PC4_diff","total_diff","xGplus_per__minus_90_Team.Success..xG","Comp_from_to","On_minus_Off_Team.Success","PPM_Team.Success","plus_per__minus_90_Team.Success","xGplus_per__minus__Team.Success..xG","Nation","On_minus_Off_Team.Success..xG","Won_percent_Aerial","Dead_Pass","Ast_Per","Succ_percent_Take","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","PPA","Cmp_percent_Medium","plus_per__minus__Team.Success","Cmp_percent_Short","np.G_minus_xG_Expected","A_minus_xAG_Expected","Cmp_percent_Long","Def.Pen_Touches","unSub_Subs","Dist_Standard","Mn_per_MP_Playing.Time","Tkld_percent_Take","Subs_Subs","Cmp_percent_Total","SCA90_SCA","GCA90_GCA","Clr","Tkl_percent_Challenges","onxGA_Team.Success..xG","Fls","Comp","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def.3rd_Tackles","Mid.3rd_Tackles","Att.3rd_Tackles","Tkl_Challenges","Att_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl.Int","Err","SCA_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","CrdY","CrdR","X2CrdY","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Cmp_Total","Att_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_Medium","Att_Medium","Cmp_Long","Att_Long","Ast","xAG","xA_Expected","KP","Final_Third","CrsPA","PrgP","Att","Live_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Touches_Touches","Def.3rd_Touches","Mid.3rd_Touches","Att.3rd_Touches","Att.Pen_Touches","Live_Touches","Att_Take","Succ_Take","Tkld_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Gls_Standard","Sh_Standard","SoT_Standard","G_per_Sh_Standard","G_per_SoT_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","G.A","G_minus_PK","PK","PKatt","xAG_Expected","npxG.xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","G.A_Per","G_minus_PK_Per","G.A_minus_PK_Per","xG_Per","xAG_Per","xG.xAG_Per","npxG_Per","npxG.xAG_Per","MP_Playing.Time","Min_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Compl_Starts","onG_Team.Success","onGA_Team.Success","onxG_Team.Success..xG.","player_position","Comp_going"
"Sh_per_90_Standard",0,0,0,0,0,0,0,0,0,0,0,0.00191659890407739,0,0.00278660528651717,0.00476575963062043,0.00342049409319139,0.00269162854835899,0.00444069866201025,0.00662369019110523,0.00110578775188471,0,0.00273460590150157,0,0.00351776714469977,0.00124169340324851,0.0011363607976311,0.00119771898376107,0,0,0,0,0.00266128891483937,0.00155506545537038,0.00186649626319355,0.00181528591603694,0,0,0.0013443330305655,0.000947389579381433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SoT_per_90_Standard",0,0,0,0,0,0,0,0,0,0,0,0.00195969753314392,0,0.0039833149847291,0.00345738513588589,0.0035302326609782,0.00254351078059534,0.0021455183924602,0.00110578775188471,0.00788067443999502,0,0.00236705953527443,0,0.0027098827539874,0.000696467087736927,0.00238096648988047,0.00173364852827145,0,0,0,0,0.00225398845994486,0,0.00140853593753913,0.00183191287410449,0,0,0.00185174370235665,0.00104952052004155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPA",0,0,0,0,0,0,0,0,0,0,0,0.00428123225522296,0,0.0070093796440983,0,0.00629908507454203,0,0,0,0,0.0181658816078219,0.00692188133791173,0,0.00560953328351055,0.00233404396645982,0.00519163399299314,0.00512288654557101,0.00427766603557336,0,0,0,0,0,0.00368692420118912,0.00475765180082594,0,0,0.00222883634587436,0.0027219726175332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cmp_percent_Medium",0,0,0,0,0,0,0.00477760509815759,0,0,0,0,0.00374315813664572,0.00284828846431016,0.00545360133798124,0.00532362914214538,0.00340223582550252,0.00346227718431,0.00337967709934941,0.00273460590150157,0.00236705953527443,0.00692188133791173,0.0132373658246706,0.00486142132196865,0.0039976408593976,0.00362677717377605,0.00360983337953119,0,0.00334471306513816,0.00199531182968337,0.00389640616957431,0.00405507306384401,0.00282541790145271,0.00216660044086823,0,0,0,0,0,0.00145475691311445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"plus_per__minus__Team.Success",0,0,0,0,0,0,0,0,0.00814233758598862,0,0,0.0050491317380112,0,0.00313068662828831,0,0,0,0,0,0,0,0.00486142132196865,0.0111237859065335,0.00720354187871284,0,0.00288530560439546,0.00305882810781532,0,0,0.00270720673171307,0,0,0,0.00281157545252811,0.00270669640402676,0,0,0,0.00230673445920333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cmp_percent_Short",0,0,0,0,0,0,0.00396088780522665,0,0,0.00516137842676613,0.00705772967516368,0.00328730034810366,0.00467809880217321,0.0042257558114313,0.00694527625436075,0.00313569098465238,0.00321215787476398,0.00333586227689309,0.00351776714469977,0.0027098827539874,0.00560953328351055,0.0039976408593976,0.00720354187871284,0.0117169574124805,0.00667971411509164,0.0019547759269239,0.00267341214035602,0.00181688156029322,0.00275381023333821,0.00265719741934535,0.00167191225867732,0.00346475481130958,0.00232050398152434,0,0,0,0,0,0.00170380409473954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"np.G_minus_xG_Expected",0,0,0,0,0,0,0,0,0,0,0,0.00266615168436428,0,0.00195064895792311,0.00543584448862018,0,0.00286273448891133,0.00134017008351373,0.00124169340324851,0.000696467087736927,0.00233404396645982,0.00362677717377605,0,0.00667971411509164,0.0055276816914023,0.00201534135753971,0.00161496032428241,0.00111142660309913,0,0.000714916334076063,0,0.00152873211052232,0,0.00130429906628294,0.000945773604372448,0.00111215955227115,0.00122508530690942,0.000414672104107274,0,0.000570604431901556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_minus_xAG_Expected",0,0,0,0,0,0,0.0060829842141589,0,0,0,0,0.00568334659429537,0.000906941875432739,0.00446700009288468,0.00416244607130667,0.00551184572714928,0.00195074557962345,0.00189966491373356,0.0011363607976311,0.00238096648988047,0.00519163399299314,0.00360983337953119,0.00288530560439546,0.0019547759269239,0.00201534135753971,0.0113331845272702,0.00520900352313031,0.0051915010686939,0.00207570658385232,0.00179807284960298,0.00316702787148533,0.00327686751857775,0.0025746613368476,0,0,0,0,0,0.00186483756437413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cmp_percent_Long",0,0,0,0,0,0,0.00390091810637001,0,0,0,0,0.00174289489835773,0.00150486247599213,0.00467412774234789,0.00490969930842668,0.00348500638585958,0.00350928130524508,0.00267117642710977,0.00119771898376107,0.00173364852827145,0.00512288654557101,0,0.00305882810781532,0.00267341214035602,0.00161496032428241,0.00520900352313031,0.0112240202318564,0.00494842305992658,0.00214425231262042,0.00155497213570999,0.00185773872817551,0.00212321679793799,0.00159689670684736,0,0,0,0,0,0.00224564147810782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Def.Pen_Touches",0,0,0,0,0,0,0,0,0,0,0,0.00117366181600847,0,0.00457249550160078,0.0048228923190071,0,0,0,0,0,0.00427766603557336,0.00334471306513816,0,0.00181688156029322,0.00111142660309913,0.0051915010686939,0.00494842305992658,0.0109367801717993,0,0,0,0,0,0.00109856653046253,0.00218712170528886,0,0,0.00110052148146494,0.00165872414414589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"unSub_Subs",0,0,0,0,0,0,0,0,0,0,0,0.00183294662077387,0,0.0024971691444372,0.00803947227249679,0,0.00260499270578131,0,0,0,0,0.00199531182968337,0,0.00275381023333821,0,0.00207570658385232,0.00214425231262042,0,0.00758600369213322,0.00248899542233977,0.0027137670490956,0.0022785740968114,0,0.00171239572010671,0.00245535573853217,0,0,0.00163844518179109,0.000764116117399268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dist_Standard",0,0,0,0,0,0,0,0,0,0,0,0.00197241859435005,0,0.00362878725909246,0,0.00368127943333518,0,0,0,0,0,0.00389640616957431,0.00270720673171307,0.00265719741934535,0.000714916334076063,0.00179807284960298,0.00155497213570999,0,0.00248899542233977,0.00832177357824998,0.00373684907826351,0,0.00157751003346617,0,0,0,0,0,0.00124354992944193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mn_per_MP_Playing.Time",0,0,0,0,0,0,0,0,0,0,0,0.00237359309228854,0,0.00317927667529331,0.00514753540566504,0,0.00213347040557362,0,0,0,0,0.00405507306384401,0,0.00167191225867732,0,0.00316702787148533,0.00185773872817551,0,0.0027137670490956,0.00373684907826351,0.0087167837721038,0.00396541396693447,0.00311653772128942,0.0017780124510108,0.00225052900844431,0,0,0.00123221795989783,0.00127715241848061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tkld_percent_Take",0,0,0,0,0,0,0,0,0,0,0,0.0013188426148035,0,0.00368502244329696,0,0.00366551542584113,0,0.00340223358569342,0.00266128891483937,0.00225398845994486,0,0.00282541790145271,0,0.00346475481130958,0.00152873211052232,0.00327686751857775,0.00212321679793799,0,0.0022785740968114,0,0.00396541396693447,0.00913201080960163,0.00253317344352907,0.0017174771363093,0.0036661379745394,0,0,0,0.000867578427834202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Subs_Subs",0,0,0,0,0,0,0,0,0,0,0,0.00146783464496725,0,0.00125698491338248,0.00318906958690453,0,0.00143014698689958,0.00238755898602833,0.00155506545537038,0,0,0.00216660044086823,0,0.00232050398152434,0,0.0025746613368476,0.00159689670684736,0,0,0.00157751003346617,0.00311653772128942,0.00253317344352907,0.00648490605687299,0.00136270898494003,0.000789080087164283,0,0,0.00112573338354228,0.000473477148043271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cmp_percent_Total",0,0,0,0,0,0,0,0,0,0,0,0.00165133132686136,0,0.00205353856116003,0.00190684379167897,0.00245545529847078,0.00133639419255917,0.000723488895515665,0.00186649626319355,0.00140853593753913,0.00368692420118912,0,0.00281157545252811,0,0.00130429906628294,0,0,0.00109856653046253,0.00171239572010671,0,0.0017780124510108,0.0017174771363093,0.00136270898494003,0.00852191378096617,0.0010874480581617,0,0,0,0.000864387543138022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCA90_SCA",0,0,0,0,0,0,0,0,0,0,0,0.00309755282458613,0,0,0.00558223158781271,0.00381440058189371,0.00281560233599415,0.00181005422564958,0.00181528591603694,0.00183191287410449,0.00475765180082594,0,0.00270669640402676,0,0.000945773604372448,0,0,0.00218712170528886,0.00245535573853217,0,0.00225052900844431,0.0036661379745394,0.000789080087164283,0.0010874480581617,0.00773321881900227,0.00376639627221156,0,0,0.000581520876996588,0.00175682411446907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GCA90_GCA",0,0,0,0,0,0,0,0,0,0,0,0.00392090850400002,0,0,0,0,0,0,0,0,0,0,0,0,0.00111215955227115,0,0,0,0,0,0,0,0,0,0.00376639627221156,0.00684769219962955,0.00346459053782656,0.00111984596252781,0.00162838603800496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clr",0,0,0,0,0,0,0,0,0,0,0,0.00166830401370621,0,0,0,0,0,0,0,0,0,0,0,0,0.00122508530690942,0,0,0,0,0,0,0,0,0,0,0.00346459053782656,0.0124395714921847,0.0034781331073085,0.00342736551224473,0.00186571614786978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
